sentence_id,screening,label,text
32483,-3,1,"And I will tell you, Hillary Clinton is raising your taxes, folks."
2929,-3,1,"Now as far as meeting with the Congress is concerned, during the twenty-four months that I've been the president of the United States I have averaged better than one meeting a month with responsible groups or committees of the Congress - both House and Senate."
29309,-3,1,"When I was secretary of state, we actually increased American exports globally 30 percent."
15245,-3,1,Nuclear power: There were 36 power plants planned in this country.
7030,-3,1,That's exactly where the tax cuts went.
9640,-3,1,An economy that has 23 million people looking for work is not a strong economy.
27647,-3,1,"And we're now in a position where we can transition out, because there's no reason why Americans should die when Afghans are perfectly capable of defending their own country."
14924,-3,1,"When Mr. Carter became President, inflation was 4.8%, as you said."
27354,-3,1,"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it."
28335,-3,1,94% comes from the local level.
17533,-3,1,"And the effect of these economic policies is like a massive grain embargo, which has caused farm exports to drop 20 percent."
29832,-3,1,But stop-and- frisk had a tremendous impact on the safety of New York City.
26431,-3,1,More than half of these 10 and a half million new jobs are in higher wage areas and we'll have more manufacturing and sales around the world.
11704,-3,1,But one of the problems we have in the military is we're in a lot of places around the world.
7677,-3,1,Sixty to seventy percent of our colored children do not finish high school.
14339,-3,1,-- and Glaspie's papers have been presented to the US Senate.
81,-3,1,And in my state I'm proud to say we've organized a drug education and prevention program which the Federal Drug Enforcement Administration says is a model for the country.
8900,-3,1,"We simply cannot ignore the fact that, in those cities today, we have 55% youth unemployment among black and Hispanic youth."
1205,-3,1,"I vetoed the strip-mining bill, Mr. Kraft, because it was the overwhelming consensus of knowledgeable people that that strip-mining bill would have meant the loss of literally uh - thousands of jobs, something around a hundred and forty thousand jabs."
12991,-3,1,More progress in the past eight years than in the whole eighty years before.
25508,-3,1,And they installed a Marxist-Leninist totalitarian government.
2190,-3,1,"The idea, which was originally presented by Congressman Ryan, your running mate, is that we would give a voucher to seniors and they could go out in the private marketplace and buy their own health insurance."
14176,-3,1,"There was one good thing that came out of that budget agreement, and that is we put a cap on discretionary spending."
17589,-3,1,"And that tax, there are no deductions, so a person making anywhere from 10, 15, 20 -- they're paying that tax on the full gross earnings that they have after they have already paid an income tax on that same amount of money."
21122,-3,1,The safest of federal investments yields 4%.
11571,-3,1,He is an indicted war criminal.
2617,-3,1,"But -- but what it did do is to -- if you extrapolated how much money we're talking about, you'd look at cutting the education budget by up to 20 percent."
33782,-3,1,"Well, first of all, what he just said about the State Department is not only untrue, it's been debunked numerous times."
33311,-3,1,"The border -- as you know, the Border Patrol agents, 16,500-plus ICE last week, endorsed me."
25526,-3,1,"What happens in South Africa, where, for example, the Nobel Prize winner, 2 days ago, said this administration is seen as working with the oppressive government of South Africa."
23962,-3,1,"Middle-class people, defined as people with incomes of $52,000 and down, had their incomes go down while their taxes went up in the Reagan-Bush years because of 6 increases in the payroll taxes."
26963,-3,1,"Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for 20 years."
30219,-3,1,"And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot."
30174,-3,1,I was against the war.
7780,-3,1,"And therefore we passed an authorization - not an aid bill - which was the first time, really, since the Inter-American Bank which was founded a year ago was developed, that we really have looked at the needs of Latin America; that we have associated ourselves with those people."
33747,-3,1,I have fought against that as a senator.
21572,-3,1,I don't have any PAC money in my campaign.
1256,-3,1,"We've got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh - particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent."
11708,-3,1,That would be an abrogation of our agreement with NATO.
22205,-3,1,"Seventy percent of my state's money goes to the public schools, and I was really honored when Time magazine said that our schools have shown more improvement than any other state in the country except one other -- they named 2 states showing real strides forward in the 80s."
7990,-3,1,"Well, Mr. Nixon uh- I'll just give you the testimony of Mr. George Aiken - Senator George Aiken, the ranking minority member - Republican member - and former chairman of the Senate Agricultural Committee testifying in 1959 - said there were twenty-six million Americans who did not have the income to afford a decent diet."
15637,-3,1,"And you supported legislation this year that's involved tax increases not once, but twice."
8722,-3,1,"The fact is, that in today's oil wells, there is more oil still there than we have so far taken out and used."
29235,-3,1,"That was in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm."
21014,-3,1,We have gone from the biggest deficits to the biggest surpluses.
10551,-3,1,"On the other hand, two years ago, I said that we've got a sub-prime lending crisis that has to be dealt with."
6112,-3,1,"He says he's going to give you all a $5,000 tax credit."
26039,-3,1,American seniors have the highest life expectancy in the world.
16545,-3,1,"Now it seems to me that uh - as we look at the recommendations of the budget committees and our own projections, there isn't going to be any $60 billion dividend."
13449,-3,1,They're moving about eight or nine days in Texas.
25523,-3,1,"I went to the Philippines as Vice President, pressed for human rights, called for the release of Aquino, and made progress that had been stalled on both the Subic and the Clark airfield bases."
261,-3,1,He introduced or supported legislation back then that suggested that kids of Massachusetts should be exempt from going overseas in that war.
32705,-3,1,"Right now, Syria is fighting ISIS."
21804,-3,1,"I've had more people talk to me about their health care problems I guess than anything else, all across America -- you know, people who've lost their jobs, lost their businesses, had to give up their jobs because of sick children."
25749,-3,1,"They see 900 FBI files, private person, being gathered up by somebody in the Whitehouse."
25328,-3,1,"But as long as they have an economy that leaves so many people in dire poverty and unemployment, they are going to seek that employment across our borders."
2231,-3,1,"Jim, if I -- if I can just respond very quickly, first of all, every study has shown that Medicare has lower administrative costs than private insurance does, which is why seniors are generally pretty happy with it."
23087,-3,1,"We not only fixed Medicare and took it way out into the future, we did something that you don't know how to do: We balanced the budget."
7819,-3,1,Now the bill that the President had submitted would have provided more aid for those areas that really need it - areas like Scranton and Wilkes-Barre and the areas of West Virginia - than the ones that Senator Kennedy was supporting.
20063,-3,1,"I'm trying to save your Medicare, just as I rescued Social Security with a bipartisan commission."
31864,-3,1,We had an $800 billion deficit.
2161,-3,1,"But on Medicare, for current retirees, he's cutting $716 billion from the program."
12577,-3,1,"Mr. Nixon earlier indicated that he would defend Quemoy and Matsu even if the attack on these islands, two miles off the coast of China, were not part of a general attack an Formosa and the Pescadores."
12741,-3,1,Let me point out again that his Congress - the Democratic Congress - has cut eighty million dollars off of the Voice of America appropriations.
32520,-3,1,"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top."
440,-3,1,No other state programs do that.
8587,-3,1,"Our health program - the one that Senator Javits and other Republican Senators, as well as I supported - is one that provides for all people over sixty-five who want health insurance, the opportunity to have it if they want it."
17790,-3,1,"If you reduce the out-go of Social Security, that money would not go into the general fund to reduce a deficit."
26417,-3,1,We lost a lot of manufacturing jobs in the 12 years before I became President.
14916,-3,1,"This has already passed the House, and it has an excellent prospect to pass the Senate."
23352,-3,1,That's why I proposed a hydrogen automobile -- hydrogen-generated automobile.
13660,-3,1,He vetoed middle class tax relief this year.
21376,-3,1,"Governor Clinton's program wants to tax more and spend more -- $150 billion in new taxes, spend another $220."
8010,-3,1,We have never said flatly that we will defend Quemoy and Matsu if it's attacked.
18152,-3,1,"First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it's the wrong war at the wrong time at the wrong place."
2900,-3,1,"And I'm not gonna exclude the American people from that process in the future, as Mr. Ford and Kissinger have done."
28161,-3,1,That adds up to 44 million people.
12739,-3,1,"I would like to point out that when we look at our programs in Latin America, we find that we have appropriated five times as much for Latin America as was appropriated by the previous Administration; we find that we have two billion dollars more for the Export-Import Bank; we have a new bank for Latin America alone of a billion dollars; we have the new program which was submitted at the Bogota Conference - this new program that President Eisenhower submitted, approved by the last Congress - for five hundred million dollars."
15236,-3,1,"The coal that the President mentioned - yes, we have it - and yet one-eighth of our total coal resources is not being utilized at all right now."
26712,-3,1,"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file."
6838,-3,1,"Well, he didn't include the defensive practice of medicine that costs the federal government some $28 billion a year and costs our society between $60 billion and $100 billion a year."
27353,-3,1,"Now, keep in mind that our military spending has gone up every single year that I've been in office."
8702,-3,1,their Social Security tax payments by 50%.
8185,-3,1,"this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today."
13193,-3,1,"And incidentally, Senator Johnson was among those who rejected that position - voted with the seventy against the twelve."
1423,-3,1,"Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter."
1522,-3,1,"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand."
5617,-3,1,"And some of the cuts, just to give you an example, we spend $15 billion a year on subsidies to insurance companies."
22230,-3,1,The Head Start program full funding would cost about 5 billion more.
30340,-3,1,"Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations."
5608,-3,1,"Well, first of all, I think it's important for the American public to understand that the $750 billion rescue package, if it's structured properly, and, as president, I will make sure it's structured properly, means that ultimately taxpayers get their money back, and that's important to understand."
15463,-3,1,"We returned $5.7 billion in tax rebates, credits and cuts to our people."
27538,-3,1,We're four years closer to a nuclear Iran.
1297,-3,1,"Uh - FHA, which used to be a very responsible agency, uh - that everyone looked to to help own a home, lost six million dollars last year."
16475,-3,1,"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction."
29373,-3,1,"And by the way, my tax cut is the biggest since Ronald Reagan."
12528,-3,1,"We ended the Korean War; by strong, firm leadership we have kept out of other wars; and we have avoided surrender of principle or territory at the conference table."
2045,-3,1,We're now spending 42 percent of our economy on government.
12907,-3,1,"But he also voted then for an amendment - which was lost, fortunately - an amendment which would have drawn a line and left out those islands and denied the p- right to the president to defend those islands if he thought that it was an attack on Formosa."
32818,-3,1,African- Americans now 45 percent poverty in the inner cities.
10160,-3,1,"Which I think the American people would like to understand fully, it's been investigated to a degree, but -- but the administration has carried out executive privilege to prevent all of the information from coming out."
7586,-3,1,"There were eleven dictators in South America and in Central America when we came in, in 1953."
21015,-3,1,We have gone from a triple-dip recession during the previous 12 years to a tripling of the stock market.
359,-3,1,"The problem, Mr. Bush, is that you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income."
