text	label
He is the one that alerted the Europeans about the radical that was moving over to Brussels.	0
You have to be able to manage this.	0
And I tell you, it’s complicated, it takes sophistication.	0
And you need to have good advisers.	0
But I’ll tell you what else you need.	0
You need experience, and you need a good gut.	0
And I’ve been involved in these things for almost all of my adult lifetime.	0
So, I have advisers, but I don’t have many teachers.	0
I understand most of these things.	0
We’ve talked about Trump’s campaign manager.	0
Your campaign manager tweeted this just a couple of hours ago.	0
Quote, “Cruz with zero friends, zero record, zero vision, zero chance decides to lie about @JohnKasich.	0
Desperate?	0
Trump right on one thing, “lying Ted.”	0
Does this signal any kind of a new phase –	0
No, I didn’t know he – you know, because sometimes he gets a little tweet happy, and I don’t like that, OK?	0
(LAUGHTER)	0
And I will have a word with him about it.	0
But let me say – that look.	0
The Cruz campaign, their super PAC is spending a half a billion (sic) to $800,000 against me in Wisconsin.	0
I mean, they say, well, Kasich doesn’t have any strength out here.	0
Usually, if you don’t have any strength, they don’t spend $500,000 to $800,000 attacking you.	0
And you know, the attacks are – look.	0
Arnold Schwarzenegger told me in 2010 when I was running for governor, I was saying, Arnold, they’re really beating me up.	0
He looked at me and said, “John, love the beatings.”  Okay, that’s part of politics, and I’ve learned to love the beatings.	0
But I mean, the fact is, is that they are hammering me, and they’re not hammering Trump.	0
It’s very interesting.	0
But that’s okay; I can take it.	0
In terms of tone and tenor of the campaign, your two fellow candidates have obviously been duking it out over the last week or so…	0
The last week or so?	0
(LAUGHTER)	0
How about the last five months?	0
Where you been, Anderson?	0
In this new phase on the whole…	0
That’s why I’m not in the news.	0
I didn’t call anybody a name.	0
And you know what, I’m in the going to take the low road to the highest office in the land.	0
I’m not going to do it.	0
(APPLAUSE)	0
That’s my question.	0
That was my question, which was, what does it look like from the sidelines when you watch this?	0
I’ll tell you, sometimes it’s amazing to me.	0
Sometimes when I look at it I think, what the heck are we doing here?	0
You know, I was on a radio talk show with some guy here, Jay somebody or other, I don’t remember this morning — yes, whatever his name is.	0
(LAUGHTER)	0
Nice guy.	0
Nice guy.	0
And he was — and even yesterday I was on a different one, and a guy says to me, well, you know, maybe this is the new politics.	0
If name calling, bringing in spouses and ripping each other below the belt and wrestling in the mud is the new politics, we all need to stand against it.	0
Our children are watching.	0
This is America.	0
(LAUGHTER)	0
We need to talk about what we’re for.	0
And I have been consistent.	0
Now, when they say something on policy-wise that’s bad, of course I’m going to say something about it, but I don’t want to go down into — I’m not going to go down there.	0
I hope not.	0
I could screw up but I hope not.	0
(CROSSTALK)	0
Let’s go to our audience for some issues (ph).	0
Jim Vogel (ph) is here.	0
He works in advertising.	0
He says he’s leaning right now towards Senator Cruz.	0
Jim, welcome.	0
Hi, governor.	0
In Ohio you accepted Medicaid expansion and you took on the — I’m sorry, the health care exchanges and it was to help the poor.	0
Here in Wisconsin we used — Governor Walker used BadgerCare to essentially provide the same services at the same levels, and yet we did it without creating a whole new entitlement program and expanding federal debt.	0
Why did you choose Obamacare?	0
Why did you choose the Washington-based solution?	0
And why can’t you guys ever look at some other source other than Washington for these solutions?	0
Okay, let me say a couple of things.	0
First of all, it’s not so simple what Governor Walker did here.	0
If you look at it, it’s more complicated.	0
And by the way, today the Milwaukee Journal-Sentinel endorsed me for president of the United States saying I’m the guy that is a pragmatic conservative that can get things done.	0
I was really appreciative of that endorsement.	0
But look, I took a Medicaid program that was growing at 10 1/2 percent, and in my second year as governor it grew at 2 1/2 percent, without taking one person off the rolls or cutting one benefit.	0
How did I do it?	0
I brought innovation to the system.	0
Now I then had a choice.	0
Now that my program was under control, I then had a choice.	0
Could I bring money back, which is frankly our money, Ohio money, back to Ohio to solve some of our problems.	0
Let me tell what you we’ve done.	0
I don’t believe the mentally ill ought to be sleeping under a bridge or living in prison.	0
It costs $22,500 a year to put them in prison.	0
If I can get their medication and get them on their feet and if get they can get a job, they become taxpayers.	0
We save money.	0
Secondly, I believe that the drug addicted in our prisons should be treated, because we don’t want a revolving door of in and out of the prisons, because that costs $22,500 a year, and we also are throwing a life down the drain.	0
So guess what, because of our program now in the prisons and with the community, we have an 80 percent success rate in not having people go back in, and our recidivism rate is 27 percent.	0
And, by the way, we’re running a $2 billion surplus.	1
We don’t put our budget together with scotch tap and bail and wire — we’re running a $2 million surplus.	0
We’re managing it all.	0
So where are we?	0
Where we are in Ohio, is we are not treating the mentally ill, the drug addicted, the working poor, they’re in a better position, they’re not in our prisons, and at the same time, they’re getting on their feet, they’re becoming taxpayers and our Medicaid program is completely under control.	0
And by the way, I reject Obamacare, and I did not go along with the exchange that they were trying to force on me, because I never knew what the heck was going to come of it.	0
I actually have a solid health care plan to replace Obamacare, which involves transparency, competition, market-oriented forces.	0
We’re actually doing it in my state, and I’d like to spread it all across the country.	0
So the idea of doing that was not only compassionate, but it also made good economic sense for our state and it’s working out quite well.	0
Thank you for your question.	0
Governor, I want you too meet, this is Julie Grace.	0
She’s a student at Marquette University…	0
You know what, just one other thing I wanted to say.	0
You understand that I spent 10 years of my life fighting to balance the budget.	0
And we got it balanced.	0
Senator Domenici and I worked with the Clinton administration.	0
We got the budget balanced four years in a row.	0
It hadn’t been balanced since man walked on the moon, hasn’t been balanced since.	0
And when I left Washington, there was a $5 trillion surplus, and guess who spent it?	0
The Republicans.	0
Now, sir, you have to stand in the breach when you’re a leader.	0
And what I did in Washington in getting that budget under control, and seeing it liftoff in jobs, and what I’ve done in Ohio, we’re now up 417,000 jobs in Ohio from a downturn of when I came in of 350,000.	0
And we’ve cut taxes by more than any governor in the country, including your governor.	0
(APPLAUSE)	0
All right.	0
I want you to meet Julie Grace, she’s a student at Marquette University.	0
But thank you.	0
And she said she’s supporting you.	0
Oh, you are?	0
I am.	0
Good.	0
OK.  Say something really, really good.	0
(LAUGHTER)	0
I’ll try.	0
So in Europe many far right conservative parties, anti-immigrant parties have been gaining momentum recently, specifically Germany, Sweden, France, and Britain.	0
Do you think a similar movement is occurring here in the U.S.?	0
And if so, how can the Republican Party address this?	0
We’ve gone through periods of time in our history when we have turned against immigration.	0
It has happened.	0
And these movement have sprung up.	0
Look, we have to — young lady, we have to protect the border.	0
That is a given, OK?	0
For a couple of reasons, and one of them is security.	0
So we have to get the border done.	0
And secondly, we should have a guest worker program where people can come in and work, and then they can go back home, because that’s what they want to do.	0
And thirdly, if they came here illegally but they’ve not committed a crime since they’ve been here, they’ll pay a fine, back taxes, and they can have a path to legalization, not a path to citizenship.	0
Now the idea that we’re going to drive around in Waukesha and we’re going to drive around here in Milwaukee, and we’re going to yank people out of their homes, leaving their kids on the front porch crying and screaming?	0
Come on, that’s ridiculous, OK?	0
Call it what it is, it’s ridiculous.	0
But we can get the border fixed.	0
We can have a guest worker program.	0
We can get a path to legalization, not let anybody else come.	0
You have got to go back, no excuses.	0
And you want to know what I think?	0
I think that can pass.	0
I think that can pass the United States Congress.	0
And I think it can pass with the American people and get this issue behind us and get this thing healed.	0
We need a healing in America.	0
And stop kicking cans down the road and solve problems in this country.	0
And I think that’s a reasonable solution to this problem of immigration.	0
(APPLAUSE)	0
Thank you for your question.	0
This is Asa White, he’s a student also, says he’s leaning towards supporting Donald Trump right now.	0
Asa, welcome.	0
Thank you.	0
My question — the most recent terrorist attack in Brussels has highlighted a big issue we have with our attack on foreign terrorism.	0
That is, we now have neighborhoods that are being deemed as terrorist hotbeds.	0
Do you support Senator Cruz’s — when he says we should go into Muslim neighborhoods and patrol them?	0
No, I don’t support that at all.	0
I think it’s ridiculous.	0
And you know what?	0
The guy who was the best police guy in the whole country, he understands policing, is a guy named Bill Bratton.	0
He’s now currently the police chief in New York.	0
He was the police chief under Rudy Giuliani.	0
He was the head of the metro system in Boston.	0
And he ran the Los Angeles Police Department.	0
He is absolutely the best.	0
He said that plan is ridiculous.	0
And let me just tell you, sir, we all want to catch these bad guys.	0
And I know how it works because I’ve got Joint Terrorism Task Force members who are in my state, they’re in your state.	0
We need to hear what’s happening in the community.	0
So let me just — let me ask you this question.	0
If all of a sudden we start trying to pinpoint you — we have a religious test, we’re going to now patrol your neighborhood and your home because we suspect,  even though you’re as law-abiding as anybody else in the country.	0
Now I want you to help me find out who the bad guys are.	0
I mean, come on, that doesn’t make any sense that if we polarize the entire Muslim community, how are we going to get the information we want?	0
We want Muslims who go to mosques who see radicalization to tell the authorities about it.	0
Because I have got to tell you, the vast, vast, vast majority of Muslims, they think their religion has been hijacked, that we have murderers out there who have distorted their religion.	0
And they want to stop had as much as we want to stop it.	0
So the fact is let’s isolate those people who are the killers and let’s work together as a community of civilized people to take the battle to them.	0
Destroy ISIS, that’s a given, and then after that great intelligence to make sure we can thwart these attacks and get the Europeans to start, you know, paying attention and doing their job.	0
I mean, that’s what I think we need to do, sir.	0
So thank you.	0
Thank you for your question.	0
(APPLAUSE)	0
This is Jim Walker.	0
He’s a Republican from Franklin, Wisconsin.	0
He said he’s leaning towards Ted Cruz for his experience, but likes you because you run a blue-collar state.	0
Jim, welcome.	0
Thank you very much, Anderson.	0
And welcome to the great state of Wisconsin, governor.	0
I represent a manufacturer, farm equipment manufacturer, here in Wisconsin that directly employs many thousands of people.	0
Indirectly, as you can imagine, with farm equipment that we sell, we indirectly support many more thousand farmers who buy our equipment.	0
On top of that we export about a third of our product that we manufacture here in essence.	0
So in essence, we’re a global manufacturing company.	0
To spark a war right now would not only be detrimental to business, but all of those people directly and indirectly that I said we support.	0
My question to you is, as president, how would you engage in diplomacy that won’t hurt global manufacturing businesses?	0
Yes, number one, I want you to know, sir, that in my state now, we have over 63,000 new manufacturing jobs.	0
It’s really cool that — and we’re paying attention to all the sectors, which we need to do as a nation.	0
Let’s talk about trade for a second.	0
It’s a tough issue.	0
One out of five Americans work for something related to trade, and secondly, that’s 38 million Americans.	0
Now we need to have open and free trade.	0
You know, I was saying — I do these townhalls all the time.	0
I love them, by the way.	0
Look, remember when we got all of those Japanese cars coming into our country?	0
You know what happened to U.S. cars?	0
They got better.	0
Innovation and competition really works, okay.	0
But at the same time when we do trade agreements and other countries cheat, and they do cheat — some of them manipulate their currency, and we need to call them on it when they do it.	0
When we find it, we need to call them on it.	0
But let me tell you another issue for you.	0
So we had U.S. steel invest a lot of money in state.	0
They invest money all over the country.	0
The Koreans were dumping tubes inside the U.S.  That means selling product below the cost of what it took them to make  them.	0
By the time you research them and prove your case, which you would have to do, it could be a year or two and all your people are out of work.	0
We need an early-warning system.	0
And let me tell you, when they cheat, I will act as the president of the United States.	0
Think of it this way.	0
If Ohio State came up to play your beloved Badgers and I asked for five downs to get a first down and you only got four, how would you feel?	0
You wouldn’t put up with it, okay?	0
We should not put up with countries when they cheat.	0
But that does not keep us from embracing the notion of open and free trade.	0
One other thing, we now have this trade agreement on the table, you the TPP agreement.	0
You know, what we basically do when we trade is we’re the most open country, and everybody else has barriers.	0
So what we try to  do is to get their barriers down so we  get our products into their country.	0
But there’s another element of this.	0
You worry about the Chinese and their growing strength, particularly in Asia?	0
Make a trade agreement, integrate ourselves with our friends in Asia who can become a bulwark against the strength of the Chinese.	0
But governor…	0
(CROSSTALK)	0
(inaudible) open trade good when they cheat.	0
You’ve got to have an early-warning system.	0
You’ve got to shut it off.	0
And by the way, agriculture depends on exports more than about any other industry in this country.	0
But, governor, that message isn’t resonate — I mean, Donald Trump is saying trade deals are essentially bad.	0
They’re exporting jobs overseas.	0
That’s the message which seems to be resonating with voters.	0
Anderson, I can say all kinds of things to get people stirred up, but leaders don’t do that.	0
Leaders tell people the way that they see it, even if it means for a while you’re unpopular.	0
Look, when I — after my first — you can’t believe how many people I made angry in Washington by fighting to balance the budget.	0
Now in Ohio, in my first year in office, I was one of the most unpopular governors, but I knew what the formula was, and now I’m one of the most popular governors.	0
You cannot make decisions as a leader by putting your finger in the air and — or doing focus groups or telling people what they want to hear so you get them involved, but you know what they’re saying — what you’re saying is not true.	0
I will not do that.	0
I have never done it in my lifetime, and I’m not about to start.	0
Period and end of story.	0
(APPLAUSE)	0
This is William Dunford.	0
He’s a student at Marquette University.	0
He says he supports Ted Cruz — William.	0
Thank you, governor.	0
My question is, 70 years after World War II and a quarter century after the Cold War ended, a lot of European security remained a responsibility for Americans?	0
And given that Europeans are wealthy enough to defend themselves, why shouldn’t they?	0
Well, young man, look, I don’t know if you’re a leader in your family or not.	0
But leaders, you know, there are people in here who do more for their family than their brothers and sisters, their siblings.	0
OK?	0
And sometime, your spouse says why do we have do this all the time?	0
Because that’s what leaders do.	0
I mean, frankly, of course, the Europeans can do more to support themselves.	0
Their economies, by and large, have been a shambles.	0
So, they need to straighten out their economies.	0
And it’s a really tough struggle.	0
I mean, I can tell you that it’s hard for them to get right with things.	0
So, they are weak economically.	0
That doesn’t excuse them from not carrying their share of the load.	0
But at the same time, we don’t want to have those relationships deteriorate or be eliminated.	0
You know why?	0
Because it hurts us, too.	0
We need to have a strong Western Europe.	0
And by the way, I heard – I just heard briefly somebody was saying that we should just ignore Ukraine.	0
Are you kidding me?	0
The United States of America should be arming the Ukrainians who want to fight for freedom against Putin.	0
(APPLAUSE)	0
We should be arming them with non-lethal – with lethal defensive aid.	0
Now, young man, we should always tell them you’ve got to do more.	0
And we should use whatever leverage we have to get them to do more.	0
But I’m going to tell you as Americans, as long as I’ve been alive, we always carry more of the share of the burden than we would like.	0
We always do.	0
And you know there’s an old Scripture that says “To whom much is given, much is expected.”  And as president, I would fight to get them to give us more, and I would use whatever leverage I could to get them to give us more.	0
But to be honest with you, we’re always going to complain about this.	0
But to walk away from that alliance, are you kidding me?	0
If we walk away and it gets weaker, how long do you think it will take the Islamists to come over here?	0
We need to work with them to destroy ISIS in the Middle East, and then we’ve got to work together as a society.	0
That’s the way it works.	0
So, there’s no easy way out of this.	0
And you know, when you are a leader who has seen these things, then you get a sobering approach.	0
That’s why the “Journal Centennial” here in Milwaukee said Kasich is a pragmatic conservative.	0
Because you just can’t knock all the pieces off the chess board when you get frustrated.	0
It’s a good question, there.	0
Governor, thank you.	0
We’re going to take a quick break.	0
We’re going to have more questions for Governor Kasich as this 360 CNN town hall continues.	0
(APPLAUSE)	0
(COMMERCIAL BREAK)	0
(APPLAUSE)	0
Welcome back.	0
We continue the conversation, taking more voter questions for Ohio governor John Kasich.	0
Thanks very much for joining us again.	0
I want to ask you a question which I asked to each of the other candidates as well, and had some surprising answers.	0
A pledge was made early on in this race by all the GOP candidates, saying that they would pledge to support whoever the nominee was.	0
Tonight Donald Trump said that pledge, essentially, was null and void.	0
He would not pledge to continue to support whoever the nominee is, he would have to wait and see.	0
And, Ted Cruz wouldn’t really answer it, but implied that a lot has changed, and that not that Donald Trump has…	0
… Maybe I won’t answer it either.	0
(LAUGHTER)	0
Anderson, here’s the thing, this is what you have to weigh, and I wish everybody could get out and experience this.	0
When you’re in the arena, OK?	0
You develop respect for people that are in the arena, but you know?	0
I’ve been disturbed by some of the things that I’ve seen, and I have to think about what my word and endorsement would mean in a presidential campaign.	0
So, I want to see how this thing finishes out, and you know what?	0
I want to tell you, I think the little engine that can keeps going.	0
I sure hope they’ll endorse me for president when I’m the nominee coming out of the convention in Cleveland, how’s that?	0
Is that a good answer?	0
I don’t know.	0
(APPLAUSE)	0
(LAUGHING)	0
I would be remiss not to follow up, essentially you’re saying it’s in the balance.	0
You’re kind of waiting to see?	0
Well, I would say that that would be a good way to describe it.	0
So, you’re not ironclad, standing by the initial pledge to support whoever the nominee is?	0
You know, frankly, all of us shouldn’t have even answered that question, but it was the first debate, and — you know?	0
What the heck, sometimes you answer questions — you ought to just say I’m not answering it.	0
So, now, just to be clear…	0
… I’m as clear as you’re going to get out of me.	0
You’re not standing by that pledge…	0
No, I don’t want to be political here.	0
I got to see what happens.	0
If the nominee is somebody that I think is really hurting the  country, and dividing the country, I can’t stand behind them, but we have a ways to go.	0
Let’s see how this all folds out, and then I’ll let you know…	0
… Is it fair to say that you believe Donald Trump looks like he would harm the country if he was the nominee?	0
That’ll be up to the voters here.	0
I’m not going to get into that.	0
That’s too much below the belt.	0
I want to introduce you to Time Carey, he’s a small business owner.	0
He says she’s still undecided.	0
Tim, welcome.	0
Hello, Governor, welcome to Wisconsin.	0
My family and I raced sled dogs in Northern Wisconsin, and this last year we started a business manufacturing sled dog equipment, a partner of mine and myself.	0
I funded the whole thing myself so far up to this point, and I just — I was wondering what your policies on small business to help people get small businesses going, or tax incentives, or what your thoughts were on that.	0
I hate to keep talking about my state, but it’s a good illustration of my philosophy if I become president.	0
Our small businesses pay virtually no income tax in Ohio because we want small businesses to grow, and for the young people that are here, the best chance you have of getting a job once you graduate from college is with a small business.	0
So, I’m for lowering the income taxes nationally.	0
I’d like to have a 28, a 25 and a 10 percent rate because you probably pay through on your personal taxes, you have a pass-through corporation.	0
So, we need to bring the taxes down and help small businesses.	0
The other thing we have to be careful of is we’re not snuffing out the small lending institutions, the community banks.	0
I was – where was I?	0
I was in La Crosse, and I went to this little bakery.	0
And this woman proudly was talking about how she built this bakery business.	0
It was a fantastic place.	0
And she said a got a $9,000 loan.	0
I said, how did you get it?	0
She said, well, I went to one local community bank and said if you have won’t loan me the money, I’m going to go to the one down the street.	0
What we’re facing now in America because of the overregulation on some of the big banks that’s trickled down to the smaller banks is we’re beginning to see the smaller banks go out of business.	0
Those are the ones you depend upon to get the loan you need because they know you, right?	0
So I think first of all, lower taxes – of course, for you.	0
Commonsense regulation so we’re not crushing you with another stupid for that somebody in the government decides you have to abide by.	0
And a path to fiscal stability, a balanced budget.	0
Those are the things that will help you more than anything else.	0
And one final thing: workforce development.	0
We have got to begin to teach our kids in K through 12 and also in the community college and the four-year schools to be getting an education for a job that exists.	0
Don’t get educated in a vacuum.	0
Make sure you know what you want to do, and look for an education that can lead you to a real job.	0
(APPLAUSE)	0
Good luck.	0
Good luck.	0
Let me follow up on that.	0
Sorry —	0
I did a sled dog trip one time in New Hampshire many years ago, and I thought I was going to drown in the water.	0
When I come up, you can give me a safe ride.	0
How’s that?	0
All right.	0
Yeah, any time.	0
Thank you.	0
I want to follow up on that, because you often – and you’ve done it tonight – touting Ohio’s economic record.	0
According to FactCheck.org, Ohio has actually lagged behind the nation in job growth during your tenure as governor.	0
So why — if that’s true, because they say –	0
Well, that’s not true.	0
Well, they say private sector job in Ohio was 9.3 percent during your tenure.	0
The national private sector job growth rate was 11.7 percent —	0
Anderson, we were 48th when I became governor, now we’re in the top 10.	0
We went from at 350,000 job loss to a 417,000 job gain.	0
We’re doing very, very well.	0
But we’re not out of the woods yet.	0
But — let’s go back to Washington.	0
When I fought for all those years to balance the budget, cut the capital gains tax — that’s the tax  that gentleman uses when is he takes a risk — jobs were flying out like you couldn’t believe.	0
And there was no discussion of income inequality.	0
There are three things needed to grow an economy: common sense regulations; we don’t have them now.	0
Lower taxes; all the taxes are going up.	0
And a balanced – and a movement toward a balanced budget.	0
And we’re blowing all the budget up.	0
So you go to the doctor, say, how do I get healthy?	0
They say, well, you do these three things.	0
You go back, say, I’m not feeling well.	0
And he or she says, well, what did you do?	0
Well, I didn’t listen to anything you said.	0
‘	0
So, this is a formula that will work to bring our country back.	0
Folks, I only say it because I’m only doing this because I want to you have job security.	0
And I want to you believe that your kids are going to have a better life than you got from your parents.	0
That’s the great American legacy and that’s when I’m committed to, folks.	0
No matter who I tick off in the process.	0
That’s what we got to do, okay?	0
So —	0
(APPLAUSE)	0
This is Mary Beth Gahn.	0
She’s a sales representative for her family’s 106-year-old small business.	0
She said she’s undecided.	0
Welcome.	0
Good evening, Governor.	0
Yes.	0
As a practices Roman Catholic, I believe life begins at conception and ends at natural death.	0
