"sentence_id"	"label"	"text"
72	0	Let's deal with some of the comments that Secretary Clinton made.
73	0	"And by the way, you know, sometimes there's a lot of drama here."
74	0	I have known Secretary Clinton for 25 years and respect her very much.
75	0	Here is the issue.
76	0	"Every major country on earth, whether it's the U.K., whether it's France, whether it's Canada, has managed to provide healthcare to all people as a right and they are spending significantly less per capita on health care than we are."
77	0	So I do not accept the belief that the United States of America can't do that.
78	0	I do not accept the belief that the United States of America and our government can't stand up to the ripoffs of the pharmaceutical industry which charge us by far the highest prices in the world for prescription drugs.
79	0	"Number two, in the economy today, everybody understands that we need a well educated workforce."
80	0	This is 2016.
81	0	"When we talk about public education, it can no longer be K through 12th grade."
82	0	I do believe that public colleges and universities should be tuition free.
83	0	"Well, how do we pay for that?"
84	0	It's an expensive proposition.
85	0	"I do believe that we should substantially lower student debt in this country, which is crushing millions of people."
86	0	"We pay for it, in my view, by a tax on Wall Street speculation."
87	0	The middle class bailed out Wall Street in their time of need.
88	0	"Now, it is Wall Street's time to help the middle class."
89	0	(APPLAUSE)
90	0	If I could just follow up on that.
91	0	(APPLAUSE)
92	0	"There is no disagreement between us on universal coverage for health care, the disagreement is where do we start from and where do we end up."
93	0	"The Republicans want to repeal the Affordable Care Act, I want to improve it."
94	0	"I want to build on it, get the costs down, get prescription drug costs down."
95	0	Senator Sanders wants us to start all over again.
96	0	"This was a major achievement of President Obama, of our country."
97	0	It is helping people right now.
98	0	I am not going to wait and have us plunge back into a contentious national debate that has very little chance of succeeding.
99	0	Let's make the Affordable Care Act work for everybody.
100	0	(APPLAUSE)
101	0	Let me...
102	0	Go.
103	0	... this is a good discussion here.
104	0	"Yes, go ahead."
105	0	And let me just say this.
106	0	"As Secretary Clinton may know, I am on the Health Education Labor Committee."
107	0	That committee wrote the Affordable Care Act.
108	0	The idea I would dismantle health care in America while we're waiting to pass a Medicare for all is just not accurate.
109	0	"The Affordable Care Act has clearly, as Secretary Clinton made the point, done a lot of good things, but, what it has not done is dealt with the fact we have 29 million people today who have zero health insurance, we have even more who are underinsured with large deductibles and copayments and prescription drug prices are off the wall."
110	0	"So I do believe that in the future, not by dismantling what we have here -- I helped write that bill -- but by moving forward, rallying the American people, I do believe we should have health care for all."
111	0	(APPLAUSE)
112	0	"All right, thank you both."
113	0	Rachel.
114	0	"Secretary Clinton, Senator Sanders is campaigning against you now, at this point in the campaign, basically arguing that you are not progressive enough to be the Democratic nominee."
115	0	"He has said that if you voted for the Iraq war, if you are in favor of the death penalty, if you wobbled on things like the Keystone Pipeline or TPP, if you said single payer health care could never happen, then you're too far to the right of the Democratic Party to be the party's standard bearer."
116	0	"Given those policy positions, why should liberal Democrats support you and not Senator Sanders?"
117	0	Well because I am a progressive who gets things done.
118	0	"And the root of that word, progressive, is progress."
119	0	"But I've heard Senator Sanders comments, and it's really caused me to wonder who's left in the progressive wing of the Democratic Party."
120	0	"Under his definition, President Obama is not progressive because he took donations from Wall Street; Vice President Biden is not progressive because she supported Keystone; Senator Shaheen is not progressive because she supports the trade pact."
121	0	"Even the late, great Senator Paul Wellstone would not fit this definition because he voted for DOMA."
122	0	"You know, we have differences and, honestly, I think we should be talk about what we want to do for the country."
123	0	"But if we're going to get into labels, I don't think it was particularly progressive to vote against the Brady Bill five times."
124	0	(APPLAUSE)
125	0	I don't think it was progressive to vote to give gun makers and sellers immunity.
126	0	I don't think it was progressive to vote against Ted Kennedy's immigration reform.
127	0	"So we could go back and forth like this, but the fact is most people watching tonight want to know what we've done and what we will do."
128	0	"That's why I am laying out a specific agenda that will make more progress, get more jobs with rising incomes, get us to universal health care coverage, get us to universal pre-k, paid family leave and the other elements of what I think will build a strong economy, that will ensure Americans keep making progress."
129	0	That's what I'm offering and that's what I will do as president.
130	0	(APPLAUSE)
131	0	"Senator Sanders, have you established a list of what it means to be a progressive that is unrealistic?"
132	0	"No, not at all."
133	0	Here's the reality of American economic life today.
134	0	The reality is that we have one of lowest voter turnouts of any major country on earth because so many people have given up on the political process.
135	1	The reality is that there has been trillions of dollars of wealth going from the middle class in the last 30 years to the top 1/10th of 1 percent.
136	0	The reality is we that have a corrupt campaign finance system which separates the American people's needs and desires from what Congress is doing.
137	0	"So to my mind, what we have got to do is wage a political revolution where millions of people have given up on the political process, stand up and fight back, demand the government that represents us and not just a handful of campaign contribution -- contributors."
138	0	"Now all of the ideas that I'm talking about, they are not radical ideas."
139	0	"Making public colleges and universities tuition free, that exists in countries all over the world, used to exist in the United States."
140	0	"Rebuilding our crumbling infrastructure, and creating 13 million jobs by doing away with tax loopholes that large corporations now enjoy by putting their money into the Cayman Islands and other tax havens."
141	0	That is not a radical idea.
142	0	"What we need to do is to stand up to the big money interests, and the campaign contributors."
143	0	"When we do that, we can, in fact, transform America."
144	0	Thank you Senator.
145	0	(APPLAUSE)
146	0	"I'd like to follow up on a comment that Secretary Clinton said, Senator."
147	0	President Obama has not called for abolishing the death penalty.
148	0	"President Obama is for the big Asian trade deal known as TPP, and just yesterday you said you can't be both a moderate or a progressive, but you can't be both."
149	0	"Is President Obama, in your judgment, based on these policies positions, a progressive?"
150	0	Let me just pick up on this point.
151	0	"This whole discussion began because I commented, not making overall evaluation about the Secretary."
152	0	"She was in Ohio, I think, in September or November and she got up and said something like, I have been -- I'm paraphrasing, I have been criticized because people think I'm a moderate."
153	0	"Well, I am a moderate."
154	0	That's where this came from.
155	0	It wasn't me paraphrasing her.
156	0	"It is what she said, and all that I said was there's nothing wrong with being a moderate."
157	0	"But, you can't be a moderate, you can't a progressive."
158	0	"In terms of President Obama, I think if we remember where this country was seven years ago, 800,000 jobs being lost every month, $1.4 trillion dollar deficit."
159	0	The world's financial system on the verge of collapse.
160	0	"I think that President Obama, Vice President Biden, and the Democratic leadership in the House and the Senate have done a fantastic job."
161	0	"We are in much better shape than we were seven years ago, although my Republican colleagues seem to have forgotten where we were seven years ago."
162	0	"That's the fact, but, we still have a very long way to go."
163	0	Do I think President Obama is a progressive?
164	0	"Yes, I do."
165	0	I disagree with him on a number of issues including the trade agreement.
166	0	"But, yes, I think he has done an excellent job."
167	0	"Well, Chuck..."
168	0	"... (inaudible) Clinton, go ahead..."
169	0	"If I could, you know, in the very first debate I was asked am I a moderate or a progressive and I said I'm a progressive who likes to get things done."
170	0	"Cherry picking a quote here or there doesn't change my record of having fought for racial justice, having fought for kids rights, having fought the kind of inequities that fueled my interest in service in the first place going back to my days in the Children's Defense Fund."
171	0	It certainly didn't stop me from taking on the drug companies and the insurance companies.
172	0	"Before it was called Hillarycare -- I mean, before it was called ObamaCare it was called Hillarycare because we took them on, and we weren't successful, but we kept fighting and we got the children's health insurance program."
173	0	"Every step along the way I have stood up, and fought, and have the scars to prove it."
174	0	"So, again..."
175	0	(APPLAUSE)
176	0	"I think it's important that, look, I understand Senator Sanders really trying to distinguish himself."
177	0	"I understand that, that's what you do in campaigns, but at the same time let's not be -- in, I think an unfair way, making an accusation, or making an attack about where I stand and about where I've always stood."
178	0	"It is fair to say, Senator, that in your definition, as you being the self-proclaimed gatekeeper for progressivism, I don't know anyone else who fits that definition, but I know a lot of really hard fighting progressives in the Democratic party who have stood up time, and time again against special interests, against the powerful on behalf of those who are left behind and left out."
179	0	"And, that's what we ought to be celebrating."
180	0	"Let's talk about what we would do as President, and Commander in Chief to make sure the progress continues into the future."
181	0	(APPLAUSE)
182	0	"(inaudible) 30 seconds, and then we'll move."
183	0	"That's right, I mean, instead of arguing about definitions, let's talk about..."
184	0	"... Well, you began it yesterday with your comments..."
185	0	"... What we should do, and one of the things we should do is not only talk the talk, but walk the walk."
186	0	"I am very proud to be the only candidate up here who does not have a Super PAC, who's not raising huge sums of money from Wall Street..."
187	0	(APPLAUSE)
188	0	... And special interests.
189	0	I am enormously proud.
190	0	"Never believed it would happen that we have raised 3.5 million individual contributions, averaging $27 dollars a piece."
191	0	That is what the political revolution means.
192	0	(APPLAUSE)
193	0	Thank you.
194	0	"Senator Sanders, as a Vermonter, you have almost a home state advantage here in New Hampshire."
195	0	"But back home across the border, you also have a long history of running against Democrats as a third-party candidate, for governor, Senate, for Congress."
196	0	In 1988 your candidacy as a third-party candidate arguably cost the Democrats a congressional seat and sent a Republican instead.
197	0	How can you lead the Democratic Party nationally when you have not been a member of the Democratic Party until very recently?
198	0	"Well, Rachel, actually, that wasn't accurate."
199	0	"In 1988 the Republican did win, I believe, by 3 points."
200	0	I came in second.
201	0	"It was 34-31, I think, 19 for the Democrat."
202	0	"In that race the Democrat was the spoiler, not me."
203	0	And it is true...
204	0	(LAUGHTER)
205	0	(APPLAUSE)
206	0	"It is true, it's not to be denied, I am the longest- serving independent in the history of the United States Congress."
207	0	People of Vermont sent me to Washington as an independent.
208	0	That is true.
209	0	"But on the other hand, I have -- when I was in the House for 16 years, I caucused with the Democrats."
210	0	"In the Senate for nine years caucused with the Democrats, of course."
211	0	"And I was elected by the Democrats to be chair of the Veterans Committee three years ago, which I'm very proud of."
212	0	"And now am the rankings member on the Budget Committee, leader of the Democrats in opposition to the majority Republicans."
213	0	I am running for president as a Democrat.
214	0	"And if elected, not only do I hope to bring forth a major change in national priorities, but let me be frank, I do want to see major changes in the Democratic Party."
215	0	I want to see working people and young people come into the party in a way that doesn't exist now.
216	0	"And you know what, I want a 50-state strategy so the Democratic Party is not just the party of 25 states."
217	0	(APPLAUSE)
218	0	Secretary Clinton.
219	0	"You know, the person who first put out the idea of a 50-state party strategy is former Governor Howard Dean, who is with us tonight."
220	0	(APPLAUSE)
221	0	And I'm very proud and grateful to have the support of so many elected Vermonters and former officials.
222	0	"Two former governors, the current governor, the current other senator."
223	0	I really appreciate that.
224	0	"And I think it's because they've worked with me, they've seen what I do."
225	0	They know what kind of a colleague I am.
226	0	They want me as their partner in the White House.
227	0	And that's exactly what I will do.
228	0	We'll get things done together.
229	0	"Democrats, Republicans, independents, we're going to make progress together when I'm president."
230	0	(APPLAUSE)
231	0	"So, Senator, to that point, Secretary Clinton is raising the issue of endorsements by your home state Democrats."
232	0	She's implying that that says something about the people who know you best.
233	0	"Well, I don't see it quite like that."
234	0	How do you see it?
235	0	"I am -- will absolutely admit that Secretary Clinton has the support of far more governors, mayors, members of the House."
236	0	She has the entire establishment or almost the entire establishment behind her.
237	0	That's a fact.
238	0	I don't deny it.
239	0	But I am pretty proud that we have over a million people who have contributed to our campaign averaging 27 bucks apiece.
240	0	"That we have had meetings where 25,000-30,000 people have come out."
241	0	"That our campaign is a campaign of the people, by the people, and for the people."
242	0	"So, Rachel, yes, Secretary Clinton does represent the establishment."
243	0	"I represent, I hope, ordinary Americans, and by the way, who are not all that enamored with the establishment, but I am very proud to have people like Keith Ellison and Raul Grijalva in the House, the co-chairmen of the House Progressive Caucus."
244	0	Secretary.
245	0	"Well, look, I've got to just jump in here because, honestly, Senator Sanders is the only person who I think would characterize me, a woman running to be the first woman president, as exemplifying the establishment."
246	0	And I've got to tell you that it is...
247	0	(APPLAUSE)
248	0	It is really quite amusing to me.
249	0	People support me because they know me.
250	0	They know my life's work.
251	0	They have worked with me and many have also worked with Senator Sanders.
252	0	And at the end of the day they endorse me because they know I can get things done.
253	0	(APPLAUSE)
254	0	I am not going to make promises I can't keep.
255	0	I am not going to talk about big ideas like single-payer and then not level with people about how much it will cost.
256	0	A respected health economist said that these plans would cost a trillion dollars more a year.
257	0	"I'm not going to tell people that I will raise your incomes and not your taxes, and not mean it, because I don't want to see the kind of struggle that the middle class is going through exemplified by these promises that would raise taxes and make it much more difficult for many, many Americans to get ahead and stay ahead."
258	0	That is not my agenda.
259	0	(APPLAUSE)
260	0	"Senator Sanders, you'll have 30 seconds to respond to that."
261	0	"What being part of the establishment is, is, in the last quarter, having a super PAC that raised $15 million from Wall Street, that throughout one's life raised a whole lot of money from the drug companies and other special interests."
262	0	"To my mind, if we do not get a handle on money in politics and the degree to which big money controls the political process in this country, nobody is going to bring about the changes that is needed in this country for the middle class and working families."
263	0	"Yeah, but I -- I think it's fair to really ask what's behind that comment."
264	0	"You know, Senator Sanders has said he wants to run a positive campaign."
265	0	"I've tried to keep my disagreements over issues, as it should be."
266	0	"But time and time again, by innuendo, by insinuation, there is this attack that he is putting forth, which really comes down to -- you know, anybody who ever took donations or speaking fees from any interest group has to be bought."
267	0	"And I just absolutely reject that, Senator."
268	0	And I really don't think these kinds of attacks by insinuation are worthy of you.
269	0	And enough is enough.
270	0	"If you've got something to say, say it directly."
271	0	But you will not find that I ever changed a view or a vote because of any donation that I ever received.
272	0	What...
273	0	(APPLAUSE)
274	0	"And I have stood up and I have represented my constituents to the best of my abilities, and I'm very proud of that."
275	0	... you know...
276	0	So I think it's time to end the very artful smear that you and your campaign have been carrying out...
277	0	(inaudible).
278	0	(APPLAUSE)
279	0	"... in recent weeks, and let's talk..."
280	0	(BOOING)
281	0	... let's talk about about the issues.
282	0	Let's talk about the issues that divide us.
283	0	"Let's talk about -- OK, let's talk..."
284	0	And let's -- let's...
285	0	... let us talk about issues.
286	0	... we both agree with campaign finance reform.
287	0	Let's talk about issues.
288	0	I -- I worked hard for McCain-Feingold.
289	0	Let's...
290	0	I want to reverse Citizens United.
291	0	... let's -- let's -- let's talk about issues.
292	0	And so -- let's talk about issues.
293	0	"Let's talk -- let's talk about issues, all right?"
294	0	"Let's talk about why, in the 1990s, Wall Street got deregulated."
295	0	Did it have anything to do with the fact that Wall Street provided -- spent billions of dollars on lobbying and campaign contributions?
296	0	"Well, some people might think, yeah, that had some influence."
297	0	(LAUGHTER)
298	0	"Let's ask why it is that we pay, by far, the highest prices in the world for prescription drugs, and your medicine can be doubled tomorrow, and there's nothing that the government can do to stop it."
299	0	You think it has anything to do with the huge amounts of campaign contributions and lobbying from the fossil fuel industry?
300	0	Let's talk about climate change.
301	1	"Do you think there's a reason why not one Republican has the guts to recognize that climate change is real, and that we need to transform our energy system?"
302	0	Do you think it has anything to do with the Koch brothers and ExxonMobil pouring huge amounts of money into the political system?
303	0	That is what goes on in America.
304	0	I am not -- I like...
305	0	(APPLAUSE)
306	0	... there is a reason.
307	0	"You know, there is a reason why these people are putting huge amounts of money into our political system."
308	0	"And in my view, it is undermining American democracy and it is allowing Congress to represent wealthy campaign contributors and not the working families of this country."
309	0	"Well, you know, Senator, I don't think -- I don't..."
310	0	(CROSSTALK)
311	0	(APPLAUSE)
312	0	"... Secretary, we're gonna..."
313	0	"I don't think you could find any person in political life today who has been subjected to more attacks and had more money spent against her by special interests, among whom you have named a few, than I."
314	0	And I'm proud of that.
315	0	"You know, when I took on the drug companies and the insurance companies for universal health care coverage, they went after me with a vengeance."
316	0	"Today, you've got hedge fund billionaires aligned with Karl Rove, running ads against me to try to get Democrats to vote for you."
317	0	I know this game.
318	0	I'm going to stop this game.
319	0	"But while we're talking about votes, you're the one who voted to deregulate swaps and derivatives in 2000, which contributed to the over-leveraging of Lehman Brothers, which was one of the culprits that brought down the economy."
320	0	So I don't know -- I'm not impugning your motive because you voted to deregulate swaps and derivatives.
321	0	People make mistakes and I'm certainly not saying you did it for any kind of financial advantage.
322	0	What we've got to do as Democrats -- what we've got to do as Democrats is to be united to actually solve these problems.
323	0	And what I believe is that I have a better track record and a better opportunity to actually get that job done.
324	0	That's what this election should be about.
325	0	(APPLAUSE)
326	0	Thirty seconds.
327	0	(CROSSTALK)
328	0	(APPLAUSE)
329	0	"I think as Secretary Clinton knows, there is nobody who fought harder."
330	0	I was on the House Financial Committee at that time.
331	0	"I heard the arguments coming from Democrats and Republicans -- Robert Rubin, Alan Greenspan -- about great an idea it would be if we did away with Glass-Steagall and if we allowed investor banks and commercial banks and big insurance companies to merge."
332	0	Go to YouTube today.
333	0	Look up Greenspan-Sanders.
334	0	Listen to what I told them then.
335	0	I helped lead the effort against deregulation.
336	0	"Unfortunately, we lost that."
337	0	The result is -- was the worst financial disaster since the Great Depression.
338	0	Thank you both.
339	0	"Senator Sanders, Secretary Clinton, obviously we've touched a nerve."
340	0	"We're going to be back with more on this subject, and much more, right after this."
341	0	Stay with us.
342	0	(APPLAUSE)
343	0	(COMMERCIAL BREAK)
344	0	(APPLAUSE)
345	0	"All right, welcome back."
346	0	Let's get right to it.
347	0	"Senator Sanders, you were talking about all of your campaign contributions and campaign finance reform."
348	0	You rail against big money in politics.
349	0	"But do you realize there is one public financing system that we do have in place, and it is -- it is in place to run for president."
350	0	Why aren't you walking the walk on that?
351	0	Why aren't you participating in the presidential public financing system which is designed to essentially keep big money out of presidential politics?
352	0	"Chuck, actually we looked at it, but it turns out to be a disaster."
353	0	"The way it is structured right now, if you make it all the way to California, you could do pretty well."
354	0	"But in terms of the early states -- Iowa, New Hampshire, the other states -- it just doesn't work."
355	0	Your point is well taken.
356	0	"I believe in public funding of elections, absolutely."
357	0	But this system is -- I don't know if the secretary would agree -- is currently very antiquated and no longer applies to modern day politics.
358	0	"Well, going on that then, why criticize her on Super PACs, and you got -- and all this when it is -- you know, that's the system?"
359	0	"I mean, you could be participating in a publicly-financing -- public financing system..."
360	0	But if the...
361	0	... and being able to set -- being able to set an example.
362	0	"-- but Chuck, it is a public financing system that everybody knows is antiquated."
363	0	It no longer works.
364	0	Nobody can become president based on that system.
365	0	So what's the alternative?
366	0	There are two alternatives.
367	0	"And, you know, we looked at it."
368	0	"Well, should we do a Super PAC, but I concluded, honestly, I don't represent Corporate America or billionaires, I didn't want it."
369	0	So the other alternative was to ask working families and the middle class to help out in a transformational campaign.
370	0	And you know what?
371	0	"We got 3.5 million individual contributions, $27 a piece."
372	0	I think that's pretty good.
373	0	(APPLAUSE)
374	0	"Secretary Clinton, on the issue of Wall Street..."
375	0	On the issue of Wall Street.
376	0	"... on the issue of Wall Street, when our reporters go out and talk to people on the ground in the early states, what they tell us over and over again when they find voters who are leaning toward Senator Sanders rather than yourself is that the most frequent area of concern that they hear from those voters is the issue of Wall Street and whether or not you are too close to Wall Street."
377	0	"Last night, when you were asked about speaking fees and the amount of speaking fees you got from Goldman Sachs speeches, you said that's what they offered."
378	0	Have you been too dismissive of voters' concerns about this issue in your own campaign and your own career?
379	0	"Well you know, Rachel, I think I may not have done the job I should in explaining my record."
380	0	"You know, I did -- when I left the secretary of State's office, like so many former officials, military leaders, journalists, others, I did go on the speaking circuit."
381	0	"I spoke to heart doctors, I spoke to the American Camping Association, I spoke to auto dealers, and yes, I spoke to firms on Wall Street."
382	0	"They wanted me to talk about the world, what my experience had been as secretary of State."
383	0	But what I want people to know is I went to Wall Street before the crash.
384	0	I was the one saying you're going to wreck the economy because of these shenanigans with mortgages.
385	0	I called to end the carried interest loophole that hedge fund managers enjoy.
386	0	I proposed changes in CEO compensation.
387	0	I called for a consumer protection financial bureau before it was created.
388	0	And I think the best evidence that the Wall Street people at least know where I stand and where I have always stood is because they are trying to beat me in this primary.
389	0	They have collected and spent as much as $6 million on these ads.
390	0	"Hedge fund billionaires, Karl Rove, another billionaire, jumped in."
391	0	And why are they doing that?
392	0	These are guys who try to make smart investments.
393	0	"They know my record, they know me, they know that I say what I believe and I will do it."
394	0	And I also have a pretty good understanding about how to stop them.
395	0	"So I do want people to know that, and I think it's important for everybody to understand I have a record, I have stood firm and I will be the person who prevents them from ever wrecking the economy again."
396	0	(APPLAUSE)
397	0	"Senator Sanders, you have been a critic of Secretary Clinton taking those speaking fees and having donations from Wall Street."
398	0	What about her defense of her record?
399	0	Let me just say this.
400	0	Wall Street is perhaps the most powerful economic and political force in this country.
401	0	"You have companies like Goldman Sachs, who just recently paid a settlement fine with the federal government for $5 billion for defrauding investors."
402	0	Goldman Sachs was one of those companies whose illegal activity helped destroy our economy and ruin the lives of millions of Americans.
403	0	But this is what a rigged economy and a corrupt campaign finance system and a broken criminal justice is about.
404	0	"These guys are so powerful that not one of the executives on Wall Street has been charged with anything after paying, in this case of Goldman Sachs, a $5 billion fine."
405	0	"Kid gets caught with marijuana, that kid has a police record."
406	0	"A Wall Street executive destroys the economy, $5 billion settlement with the government, no criminal record."
407	0	That is what power is about.
408	0	That is what corruption is about.
409	0	And that is what has to change in the United States of America.
410	0	(APPLAUSE)
411	0	(CROSSTALK)
412	0	"If I could, let me just say that of course it has to change."
413	0	It has to change.
414	0	And that's why I have put forward a plan to do just that.
415	0	"And it's been judged to be the toughest, most effective and comprehensive one."
416	0	I have great respect for Senator Sanders's commitment to try to restore Glass-Steagall.
417	0	But I do not believe that that is enough.
418	0	"And in fact, I don't believe it really addresses a lot of the biggest issues we have."
419	0	"You know, we now have power under the Dodd-Frank legislation to break up banks."
420	0	And I've said I will use that power if they pose a systemic risk.
421	0	"But I want to go further, because it was investment banks, it was insurance companies, it was mortgage companies, all of which contributed."
422	0	So let's not just be narrowly focused on one part of the problem.
423	0	We have a lot of issues with corporate power that have to be addressed.
424	0	My plan takes us further and it would do the job.
425	0	(CROSSTALK)
426	0	(APPLAUSE)
427	0	"I would say that -- that folks who have looked at this issue for a long time, whether it's Elizabeth Warren or many other economists, will tell you that right now, yes, we do need a 21st century Glass-Steagall legislation."
428	0	"And I would tell you also that when you have three out of the four largest banks in America today, bigger than they were -- significantly bigger than when we bailed them out because they were too big to fail, I think if Teddy Roosevelt were alive today, a good Republican by the way, what he would say is: Break them up; they are too powerful economically; they are too powerful politically."
429	0	And that is what I believe and many economists believe.
430	0	Time to break them up.
431	0	(APPLAUSE)
432	0	"Look we have a law -- look, you know, I -- I appreciate the senator's advocacy."
433	0	We have a law.
434	0	It was passed.
435	0	It was signed by President Obama.
436	0	It lays out a process that you go through to determine whether a systemic risk is posed.
437	0	"And by the way, President Obama signed that, pushed it through, even though he took donations from Wall Street, because he's a responsible president."
438	0	So we have a law in place.
439	0	"If the circumstances warrant it, I will certainly use it."
440	0	"And from what you say, I know you will as well."
441	0	But that is not enough.
442	1	"And I keep going back to this because part of the reason the Wall Street guys are trying so hard to stop me -- the hedge fund guys, the shadow banking guys -- is because I've got their number on all of that."
443	0	And my plan goes so much further to try to prevent the problems of the future.
444	0	"You know, we can't just fight the last war."
445	0	"We've got to be prepared to stop these guys if they ever try to use their economic power once again, to hurt the economy, and to hurt so many Americans."
446	0	"And my plan, Paul Krugman, Barney Frank, a lot of experts who understand what the new challenges might be, have said I am exactly on point, and the Wall Street guys actually know that."
447	0	(APPLAUSE)
448	0	(CROSSTALK)
449	0	... she has had more people praise her plan than yours.
450	0	"Well, we've had a number of economists supporting our legislation."
451	0	And here's where we are.
452	0	The American people can judge.
453	0	Six largest financial institutions in America today have assets of roughly $10 trillion; equivalent to 58 percent of the GDP of the United States of America.
454	0	That is a lot of money.
455	0	"They issue two thirds of the credit cards, and by the way they're ripping off a whole lot of people with high interest rates on the credit cards, and they write about one third of the mortgages."
456	0	That is a lot of power for six financial institutions.
457	0	That's it.
458	0	I think it is too much power.
459	0	"Too much economic power, too much political power, and the economists that I talk to say we should break them up."
460	0	Thank you both.
461	0	"Let me move on to our next question here, and in fact it comes to us through New England Cable News."
462	0	"Secretary Clinton, it's addressed to you, and it's about this issue of the speeches, particularly to Goldman Sachs."
463	0	This is what the questioner wrote verbatim.
464	0	"I am concerned with the abuses of Wall Street has taken with the American taxpayers money, and then she asks whether you would release the transcripts of your Goldman Sachs speeches, and then added, ""Don't you think the voting public has a right to know what was said?"""
465	0	"But, let's make that bigger."
466	0	Are you willing to release the transcripts of all your paid speeches?
467	0	We do know through reporting that there were transcription services for all of those paid speeches.
468	0	"In full disclosure, would you release all of them?"
469	0	I will look into it.
